"","stock","Open","High","Low","Close","Volume","Adjusted","BBand_pctB","RSI","PPO","ATR","EMA3","EMA30","EMADiff","mySignal","stopPct","buysell"
"9","IBM","195.98","197.41","195.42","197.02","5351300","197.02","0.820953715299472","62.569712099756","0.108872930243157","1.31895275803473","196.769070982625","191.057967769029","0.0298919918404054","20.4403261413443","1.33890240385213","SELL"
"13","INTC","26.51","26.83","26.36","26.77","44993900","26.77","0.835211585312923","64.7595849098444","0.136552924519719","0.251518177920837","26.6241851898808","25.7603622080531","0.0335330293437254","22.8032812495789","1.87910480329352","SELL"
"32","CTL","33.89","34.06","33.8","34.05","5488800","34.05","0.822440410081728","73.5719777575112","0.0163811408881256","0.296527108727076","33.8632328950781","32.4503400276632","0.0435401560110139","30.094009171278","1.74171576344832","SELL"
"61","FTR","5.6","5.66","5.54","5.65","13050000","5.65","0.795769823221859","65.6789454667335","-0.526685802070383","0.080901189091666","5.58396901619439","5.3372528256575","0.046225314519648","23.7759861325614","2.86375890589968","SELL"
"64","WIN","8.72","8.8","8.66","8.79","14003800","8.79","0.881916916354676","66.7197697071499","0.0892065179961739","0.119494023102085","8.70357207452314","8.29096603561212","0.0497657374470913","27.0643239339385","2.71886286921695","SELL"
"72","BWX","59.91","59.97","59.74","59.86","122000","59.86","0.823015080691297","62.8802059106955","0.0922494958201308","0.23777926571683","59.8897054842828","59.286574692208","0.0101731428271249","18.7528457330166","0.794451272024156","SELL"
"73","JNK","41.24","41.28","41.17","41.24","8244800","41.24","0.782578123381488","60.3247630932707","-0.0194429832371572","0.0796851499275111","41.2099119915243","41.0316721772221","0.00434395687147061","15.2424210916373","0.386445925933613","SELL"
"74","LAG","57.26","57.47","57.26","57.39","38000","57.39","0.8763741283952","66.0383134566337","0.0871569161808203","0.11137643015766","57.3855628371235","57.0470150031518","0.00593454072843347","22.0315423751986","0.388138805219236","SELL"
"75","IPE","56.13","56.25","56.04","56.15","8100","56.15","0.961984863355459","63.2100911413245","0.121777016045802","0.109557872103115","56.0951262368318","55.708635211017","0.00693772203089778","22.1509621429697","0.39023284809658","SELL"
"76","TLT","110.61","111.51","110.35","111.13","7752000","111.13","0.99690339632697","65.4988640521802","0.186163465322466","0.478932498048807","110.688267604778","108.487628854962","0.0202846976474821","26.0752027120576","0.861931968053284","SELL"
"77","OIL","24.58","24.67","24.53","24.56","383600","24.56","0.898462116403302","65.2390203692399","0.361859585369159","0.179020233755816","24.5177444278299","23.8885854140557","0.0263372235261824","24.0245405396307","1.45781949312553","SELL"
"78","JJA","55","55.45","54.96","55.45","6500","55.45","0.922032818495513","63.4400136403798","-0.0637086429807046","0.373683564120584","55.1819950328184","53.7399470218335","0.026833818991282","23.3142125918008","1.347821692049","SELL"
"80","JJM","29.06","29.06","29.06","29.06","0","29.06","0.890435977160595","63.2148836083563","0.475248316415301","0.229749545365404","28.9991856314119","28.3908326185358","0.0214277975235893","21.8148418876411","1.58120815805509","SELL"
"94","FUE","11.95","11.95","11.95","11.95","0","11.95","0.805223266705979","60.2490246191672","-0.0651876418598381","0.356959933846116","11.8271363470599","10.9168071222135","0.0833878637458075","23.6561365066056","5.97422483424463","SELL"
"96","JJG","50.39","51.17","50.31","50.97","26100","50.97","0.990510273398109","61.9450682521028","-0.214479274034355","0.533502820036682","50.5128114592377","49.2106833643038","0.0264602725650923","23.867585280539","2.09339933308488","SELL"
"100","JJN","24.12","24.9","22.34","24.2","15600","24.2","1.03627841452406","76.9428783507848","0.753467303528619","0.376585458167186","23.9859150909431","21.9916664410671","0.0906820160818736","42.6823207343774","3.11227651377839","SELL"
"101","LD","48.47","48.47","48.47","48.47","0","48.47","0.908098541839776","60.4522510360181","0.418563464182589","0.379574041960723","48.3218671862155","47.6594816670875","0.0138982946511025","19.4314812881182","1.56622257875272","SELL"
"119","EWY","63.09","63.17","62.41","62.97","2924800","62.97","0.702378173876833","61.0288164951341","0.258290568777334","0.481758218683923","63.2321502118285","61.5904604565115","0.0266549355719817","15.9965602754696","1.53011979890082","SELL"
"120","EWT","14.79","14.79","14.57","14.77","9443200","14.77","0.801386686423659","66.811044482781","0.131600802039134","0.112398482123082","14.7318244849017","14.3839772342028","0.0241829672722103","22.5612472498982","1.52198350877566","SELL"
"125","FXA","93.65","93.66","93.43","93.61","95700","93.61","0.726525481501047","64.197143748228","0.0714565566875537","0.329232099452242","93.856584542599","92.1129255916787","0.0189295795320808","18.2039528019052","0.703412241111509","SELL"
"126","BZF","18.91","18.93","18.7","18.89","20100","18.89","0.718042514341511","65.6476074412115","0.115798708053342","0.130189346388384","18.9564111906257","18.3809494707562","0.0313075078512673","20.3175192245732","1.37839435032698","SELL"
"132","XLE","89.6","90.89","89.32","90.86","22428500","90.86","0.912545299734844","63.4521351813195","0.0233789371853829","0.608108154355394","90.0513611235591","88.3176910648431","0.0196299296076833","22.365726840129","1.33856076239356","SELL"
"134","XLU","41.94","42.52","41.94","42.52","15025000","42.52","1.02544577643923","73.4050148366385","0.127666804505988","0.281467611359785","42.1755911446745","40.9697977500672","0.0294312752521543","33.6330330636751","1.32393043913351","SELL"
"140","ERX","93.81","96.84","92.13","96.77","445300","96.77","0.90832495510801","63.0328425028692","0.0520167127723266","1.86212496886989","94.2968291100383","89.3721210272779","0.0551034039044164","25.4930961452937","3.84855837319395","SELL"
"144","UST","52.35","52.73","52.35","52.59","135600","52.59","0.949415866444232","61.5250458100939","0.234416320262043","0.191804064490194","52.4870067840585","51.8008654899311","0.0132457496151445","21.2037559801907","0.729431696102656","SELL"
