"","stock","Open","High","Low","Close","Volume","Adjusted","BBand_pctB","RSI","PPO","ATR","EMA3","EMA30","EMADiff","mySignal","stopPct","buysell"
"9","IBM","196.24","198.24","195.88","197.77","5431100","197.77","0.905019741110567","64.6358317219977","0.125751684481386","1.41271835480663","196.518141965251","190.64679313241","0.0307969976120314","24.1820670804656","1.42864777752605","SELL"
"13","INTC","26.31","26.65","26.14","26.56","26957900","26.56","0.780885225390885","62.4582035228283","0.143358606801577","0.242404191607056","26.4783703797616","25.6907320155051","0.03065846328478","19.4316296053713","1.82533276812542","SELL"
"211","HPQ","32.6","33.29","32.56","32.9","13850800","32.9","0.703744771146917","61.5082485392423","-0.271056423288356","0.435957647419024","32.7459547632839","31.6816336973562","0.0335942608293109","17.0842317660357","2.65019846455334","SELL"
"32","CTL","33.49","33.9","33.41","33.88","5028000","33.88","0.808868287217153","72.1594588556641","0.0140096914802426","0.28241380939839","33.6764657901562","32.3400186502606","0.04132487226889","28.4737885490659","1.66714173198577","SELL"
"37","BRCM","29.61","29.63","28.86","29.19","6556400","29.19","-0.15107370264576","33.2555487783045","-0.824608731259188","0.315370195559192","29.5878569488989","30.5962886260185","-0.0329592810894718","-32.1311090913628","2.16080983596569","BUY"
"57","HRS","70","70.2","68.63","69.34","486700","69.34","-0.0102094623796289","35.6180648027661","-0.683800847994484","0.664233381486513","69.817888547124","72.1539032101357","-0.0323754441420642","-26.7792323716226","1.9158736125945","BUY"
"61","FTR","5.45","5.6","5.45","5.58","8327600","5.58","0.672364378363462","63.0006450376078","-0.67759439481353","0.0755858959448711","5.51793803238879","5.31568405501319","0.038048532471537","17.8644464844461","2.70917189766563","SELL"
"63","TSS","29","29.06","28.45","28.7","1594200","28.7","-0.0657983997299004","34.3984050612396","-0.499623650745621","0.279156590801339","28.9939805922553","30.0053224344774","-0.0337054149119886","-29.2166976885167","1.94534209617658","BUY"
"64","WIN","8.55","8.7","8.51","8.66","10750700","8.66","0.80056946334567","63.5389585199774","0.0315038486350616","0.112532024879169","8.61714414904628","8.25654990013709","0.043673720049001","22.0358274785249","2.598892029542","SELL"
"70","GMM","64.5","64.74","64.33","64.4","47500","64.4","0.737856454776157","63.921682740233","0.198512864555562","0.484328595528491","64.5065331981727","62.7740660511704","0.027598453565044","19.1475187810831","1.50412607306985","SELL"
"72","BWX","59.9","60.01","59.82","59.92","205900","59.92","0.882254323963819","64.647894183999","0.110353751417056","0.249146901541202","59.9194109685657","59.2470281192568","0.011348802980555","21.6771590351502","0.83159846976369","SELL"
"74","LAG","57.42","57.43","57.4","57.42","8200","57.42","0.95671979634429","67.9104172260204","0.0940866201777095","0.119943847862095","57.3811256742471","57.0233608654381","0.00627400425683796","25.4782082538064","0.417777247865187","SELL"
"75","IPE","56.08","56.13","56","56.08","5800","56.08","0.939604996099421","61.6643908139845","0.114496549876882","0.107985400726431","56.0402524736635","55.6781962600527","0.00650265701711649","20.3886837146855","0.385111985472293","SELL"
"76","TLT","110.48","110.7","110.3","110.44","4142600","110.44","0.924540288554466","62.5210609201589","0.147001719613608","0.491927305591023","110.246535209555","108.305396362201","0.0179228266785738","21.7965855718382","0.890849883359331","SELL"
